PID,NAME,RA,DEC,EPOC
SPLUS,SPLUS-s24s39,03:58:57.1179,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s40,04:05:14.4105,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s41,04:11:31.7031,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s42,04:17:48.9956,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s43,04:24:06.2882,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s44,04:30:23.5808,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s45,04:36:40.8734,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s46,04:42:58.1659,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s47,04:49:15.4585,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s48,04:55:32.7511,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s49,21:03:55.8079,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s50,21:10:13.1004,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s51,21:16:30.393,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s52,21:22:47.6856,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s53,21:29:04.9782,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s54,21:35:22.2707,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s55,21:41:39.5633,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s56,21:47:56.8559,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s57,21:54:14.1485,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s58,22:00:31.441,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s59,22:06:48.7336,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s60,22:13:06.0262,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s61,22:19:23.3188,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s62,22:25:40.6114,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s63,22:31:57.9039,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s64,22:38:15.1965,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s65,22:44:32.4891,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s66,22:50:49.7817,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s67,22:57:07.0742,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s68,23:03:24.3668,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s69,23:09:41.6594,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s70,23:15:58.952,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s71,23:22:16.2445,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s72,23:28:33.5371,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s73,23:34:50.8297,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s74,23:41:08.1223,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s75,23:47:25.4148,-30:54:08.4006,2000.
SPLUS,SPLUS-s24s76,23:53:42.7074,-30:54:08.4006,2000.
SPLUS,SPLUS-s25s01,00:00:03.6,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s02,00:06:22.3009,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s03,00:12:44.6018,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s04,00:19:06.9027,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s05,00:25:29.2035,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s06,00:31:51.5044,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s07,00:38:13.8053,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s08,00:44:36.1062,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s09,00:50:58.4071,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s10,00:57:20.708,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s11,01:03:43.0088,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s12,01:10:05.3097,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s13,01:16:27.6106,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s14,01:22:49.9115,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s15,01:29:12.2124,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s16,01:35:34.5133,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s17,01:41:56.8142,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s18,01:48:19.115,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s19,01:54:41.4159,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s20,02:01:03.7168,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s21,02:07:26.0177,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s22,02:13:48.3186,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s23,02:20:10.6195,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s24,02:26:32.9204,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s25,02:32:55.2212,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s26,02:39:17.5221,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s27,02:45:39.823,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s28,02:52:02.1239,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s29,02:58:24.4248,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s30,03:04:46.7257,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s31,03:11:09.0265,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s32,03:17:31.3274,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s33,03:23:53.6283,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s34,03:30:15.9292,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s35,03:36:38.2301,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s36,03:43:00.531,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s37,03:49:22.8319,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s38,03:55:45.1327,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s39,04:02:07.4336,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s40,04:08:29.7345,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s41,04:14:52.0354,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s42,04:21:14.3363,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s43,04:27:36.6372,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s44,04:33:58.9381,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s45,04:40:21.2389,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s46,04:46:43.5398,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s47,04:53:05.8407,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s48,04:59:28.1416,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s49,21:01:35.5752,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s50,21:07:57.8761,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s51,21:14:20.177,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s52,21:20:42.4779,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s53,21:27:04.7788,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s54,21:33:27.0796,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s55,21:39:49.3805,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s56,21:46:11.6814,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s57,21:52:33.9823,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s58,21:58:56.2832,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s59,22:05:18.5841,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s60,22:11:40.885,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s61,22:18:03.1858,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s62,22:24:25.4867,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s63,22:30:47.7876,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s64,22:37:10.0885,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s65,22:43:32.3894,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s66,22:49:54.6903,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s67,22:56:16.9912,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s68,23:02:39.292,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s69,23:09:01.5929,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s70,23:15:23.8938,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s71,23:21:46.1947,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s72,23:28:08.4956,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s73,23:34:30.7965,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s74,23:40:53.0973,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s75,23:47:15.3982,-32:13:38.0331,2000.
SPLUS,SPLUS-s25s76,23:53:37.6991,-32:13:38.0331,2000.
SPLUS,SPLUS-s26s01,00:00:03.6,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s02,00:06:27.4439,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s03,00:12:54.8879,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s04,00:19:22.3318,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s05,00:25:49.7758,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s06,00:32:17.2197,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s07,00:38:44.6637,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s08,00:45:12.1076,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s09,00:51:39.5516,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s10,00:58:06.9955,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s11,01:04:34.4395,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s12,01:11:01.8834,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s13,01:17:29.3274,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s14,01:23:56.7713,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s15,01:30:24.2152,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s16,01:36:51.6592,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s17,01:43:19.1031,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s18,01:49:46.5471,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s19,01:56:13.991,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s20,02:02:41.435,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s21,02:09:08.8789,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s22,02:15:36.3229,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s23,02:22:03.7668,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s24,02:28:31.2108,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s25,02:34:58.6547,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s26,02:41:26.0987,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s27,02:47:53.5426,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s28,02:54:20.9865,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s29,03:00:48.4305,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s30,03:07:15.8744,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s31,03:13:43.3184,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s32,03:20:10.7623,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s33,03:26:38.2063,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s34,03:33:05.6502,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s35,03:39:33.0942,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s36,03:46:00.5381,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s37,03:52:27.9821,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s38,03:58:55.426,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s39,04:05:22.87,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s40,04:11:50.3139,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s41,04:18:17.7578,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s42,04:24:45.2018,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s43,04:31:12.6457,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s44,04:37:40.0897,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s45,04:44:07.5336,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s46,04:50:34.9776,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s47,04:57:02.4215,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s48,21:05:39.0135,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s49,21:12:06.4574,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s50,21:18:33.9013,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s51,21:25:01.3453,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s52,21:31:28.7892,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s53,21:37:56.2332,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s54,21:44:23.6771,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s55,21:50:51.1211,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s56,21:57:18.565,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s57,22:03:46.009,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s58,22:10:13.4529,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s59,22:16:40.8969,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s60,22:23:08.3408,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s61,22:29:35.7848,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s62,22:36:03.2287,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s63,22:42:30.6726,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s64,22:48:58.1166,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s65,22:55:25.5605,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s66,23:01:53.0045,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s67,23:08:20.4484,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s68,23:14:47.8924,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s69,23:21:15.3363,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s70,23:27:42.7803,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s71,23:34:10.2242,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s72,23:40:37.6682,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s73,23:47:05.1121,-33:33:01.3882,2000.
SPLUS,SPLUS-s26s74,23:53:32.5561,-33:33:01.3882,2000.
SPLUS,SPLUS-s27s01,00:00:03.6,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s02,00:06:34.5205,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s03,00:13:09.0411,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s04,00:19:43.5616,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s05,00:26:18.0822,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s06,00:32:52.6027,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s07,00:39:27.1233,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s08,00:46:01.6438,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s09,00:52:36.1644,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s10,00:59:10.6849,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s11,01:05:45.2055,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s12,01:12:19.726,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s13,01:18:54.2466,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s14,01:25:28.7671,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s15,01:32:03.2877,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s16,01:38:37.8082,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s17,01:45:12.3288,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s18,01:51:46.8493,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s19,01:58:21.3699,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s20,02:04:55.8904,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s21,02:11:30.411,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s22,02:18:04.9315,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s23,02:24:39.4521,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s24,02:31:13.9726,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s25,02:37:48.4932,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s26,02:44:23.0137,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s27,02:50:57.5342,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s28,02:57:32.0548,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s29,03:04:06.5753,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s30,03:10:41.0959,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s31,03:17:15.6164,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s32,03:23:50.137,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s33,03:30:24.6575,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s34,03:36:59.1781,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s35,03:43:33.6986,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s36,03:50:08.2192,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s37,03:56:42.7397,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s38,04:03:17.2603,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s39,04:09:51.7808,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s40,04:16:26.3014,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s41,04:23:00.8219,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s42,04:29:35.3425,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s43,04:36:09.863,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s44,04:42:44.3836,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s45,04:49:18.9041,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s46,04:55:53.4247,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s47,21:02:27.9452,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s48,21:09:02.4658,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s49,21:15:36.9863,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s50,21:22:11.5068,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s51,21:28:46.0274,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s52,21:35:20.5479,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s53,21:41:55.0685,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s54,21:48:29.589,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s55,21:55:04.1096,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s56,22:01:38.6301,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s57,22:08:13.1507,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s58,22:14:47.6712,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s59,22:21:22.1918,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s60,22:27:56.7123,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s61,22:34:31.2329,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s62,22:41:05.7534,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s63,22:47:40.274,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s64,22:54:14.7945,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s65,23:00:49.3151,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s66,23:07:23.8356,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s67,23:13:58.3562,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s68,23:20:32.8767,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s69,23:27:07.3973,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s70,23:33:41.9178,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s71,23:40:16.4384,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s72,23:46:50.9589,-34:52:18.4657,2000.
SPLUS,SPLUS-s27s73,23:53:25.4795,-34:52:18.4657,2000.
SPLUS,SPLUS-s28s01,00:00:03.6,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s02,00:06:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s03,00:13:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s04,00:20:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s05,00:26:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s06,00:33:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s07,00:40:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s08,00:46:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s09,00:53:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s10,01:00:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s11,01:06:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s12,01:13:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s13,01:20:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s14,01:26:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s15,01:33:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s16,01:40:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s17,01:46:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s18,01:53:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s19,02:00:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s20,02:06:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s21,02:13:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s22,02:20:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s23,02:26:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s24,02:33:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s25,02:40:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s26,02:46:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s27,02:53:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s28,03:00:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s29,03:06:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s30,03:13:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s31,03:20:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s32,03:26:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s33,03:33:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s34,03:40:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s35,03:46:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s36,03:53:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s37,04:00:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s38,04:06:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s39,04:13:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s40,04:20:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s41,04:26:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s42,04:33:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s43,04:40:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s44,04:46:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s45,04:53:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s46,05:00:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s47,21:00:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s48,21:06:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s49,21:13:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s50,21:20:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s51,21:26:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s52,21:33:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s53,21:40:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s54,21:46:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s55,21:53:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s56,22:00:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s57,22:06:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s58,22:13:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s59,22:20:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s60,22:26:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s61,22:33:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s62,22:40:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s63,22:46:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s64,22:53:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s65,23:00:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s66,23:06:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s67,23:13:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s68,23:20:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s69,23:26:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s70,23:33:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s71,23:40:00,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s72,23:46:40,-36:11:27.9478,2000.
SPLUS,SPLUS-s28s73,23:53:20,-36:11:27.9478,2000.
SPLUS,SPLUS-s29s01,00:00:03.6,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s02,00:06:47.5472,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s03,00:13:35.0943,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s04,00:20:22.6415,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s05,00:27:10.1887,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s06,00:33:57.7358,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s07,00:40:45.283,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s08,00:47:32.8302,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s09,00:54:20.3774,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s10,01:01:07.9245,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s11,01:07:55.4717,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s12,01:14:43.0189,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s13,01:21:30.566,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s14,01:28:18.1132,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s15,01:35:05.6604,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s16,01:41:53.2075,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s17,01:48:40.7547,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s18,01:55:28.3019,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s19,02:02:15.8491,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s20,02:09:03.3962,-37:30:31.1116,2000.
SPLUS,SPLUS-s29s21,02:15:50.9434,-37:30:31.1116,2000.
